State,Sub-Category,Product Name,total_sales,total_profit,avg_discount,unique_orders
Ohio,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",202.93,-113.64080000000001,0.5,2
Florida,Binders,Ibico Laser Imprintable Binding System Covers,141.48,-113.184,0.7,2
California,Chairs,Global Low Back Tilter Chair,646.272,-113.0976,0.2,2
Pennsylvania,Phones,Cisco IP Phone 7961G-GE VoIP phone,519.792,-112.6216,0.4,1
Ohio,Phones,Cisco IP Phone 7961G-GE VoIP phone,519.792,-112.6216,0.4,2
Pennsylvania,Tables,Bevis 36 x 72 Conference Tables,373.47,-112.041,0.4,1
Florida,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,265.475,-111.4995,0.5,1
Pennsylvania,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",133.128,-110.94,0.7,2
Florida,Tables,Balt Solid Wood Rectangular Table,174.0585,-110.7645,0.45,1
Illinois,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",366.744,-110.0232,0.3,1
Texas,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",366.744,-110.0232,0.3,1
Nevada,Chairs,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,674.352,-109.5822,0.2,1
Illinois,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,53.088,-108.8304,0.8,1
California,Chairs,"Global Leather & Oak Executive Chair, Burgundy",724.2719999999999,-108.6408,0.20000000000000004,3
New York,Tables,KI Adjustable-Height Table,464.292,-108.3348,0.4,1
Ohio,Phones,Polycom CX300 Desktop Phone USB VoIP phone,539.964,-107.9928,0.4,1
Pennsylvania,Phones,Motorola Droid Maxx,539.964,-107.9928,0.4,1
Pennsylvania,Supplies,Compact Automatic Electric Letter Opener,477.24,-107.379,0.2,2
Ohio,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",455.97,-106.393,0.4,1
Texas,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,108.4,-105.69,0.6,1
New Hampshire,Tables,Bretford Rectangular Conference Table Tops,1053.164,-105.3164,0.3,1
Ohio,Tables,"Bevis Round Conference Table Top, X-Base",215.148,-103.9882,0.4,1
Oregon,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",66.294,-103.8606,0.7,1
New York,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",344.22,-103.266,0.4,1
Florida,Tables,Bush Advantage Collection Round Conference Table,233.86,-102.048,0.45,1
Pennsylvania,Binders,Catalog Binders with Expanding Posts,121.104,-100.92,0.7,1
Ohio,Binders,Catalog Binders with Expanding Posts,121.104,-100.92,0.7,1
Florida,Binders,Catalog Binders with Expanding Posts,121.104,-100.92,0.7,1
Ohio,Phones,Polycom VVX 310 VoIP phone,431.976,-100.7944,0.4,1
Illinois,Tables,Bevis Rectangular Conference Tables,145.98,-99.2664,0.5,1
California,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1322.352,-99.1764,0.2,1
Colorado,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",72.294,-98.8018,0.7,1
Illinois,Storage,Safco Industrial Wire Shelving,460.752,-97.9098,0.2,2
Texas,Machines,Okidata C331dn Printer,418.8,-97.72,0.4,1
Oregon,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,650.352,-97.5528,0.2,1
Arizona,Binders,GBC VeloBinder Electric Binding Machine,145.176,-96.784,0.7,2
Illinois,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,747.558,-96.1146,0.3,1
Colorado,Storage,Sensible Storage WireTech Storage Systems,511.056,-95.823,0.2,1
Texas,Tables,Bush Advantage Collection Round Conference Table,744.1,-95.67,0.3,1
Texas,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",131.376,-95.2476,0.6,1
Tennessee,Tables,Balt Solid Wood Rectangular Table,189.882,-94.941,0.4,1
Pennsylvania,Storage,Tennsco Double-Tier Lockers,1080.096,-94.5084,0.2,1
Oregon,Storage,"Carina Mini System Audio Rack, Model AR050B",443.92,-94.333,0.2,1
Pennsylvania,Chairs,Hon Every-Day Series Multi-Task Chairs,657.93,-93.99,0.3,1
Texas,Chairs,Hon Every-Day Series Multi-Task Chairs,657.93,-93.99,0.3,1
Texas,Chairs,"Global High-Back Leather Tilter, Burgundy",344.372,-93.4724,0.3,1
Pennsylvania,Phones,Samsung Convoy 3,466.158,-93.2316,0.4,1
Texas,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",59.92,-92.876,0.8,2
Illinois,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",382.116,-92.7996,0.3,1
Ohio,Phones,Jabra SPEAK 410 Multidevice Speakerphone,370.782,-92.6955,0.4,1
Texas,Binders,Wilson Jones Legal Size Ring Binders,61.572,-92.358,0.8,2
Texas,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,328.3992,-91.7586,0.32,1
Texas,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,33.62,-90.774,0.8,1
Texas,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",275.058,-90.3762,0.3,1
Texas,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",3069.996,-90.29400000000001,0.32,4
Illinois,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",83.952,-90.2484,0.6,1
New York,Bookcases,DMI Eclipse Executive Suite Bookcases,7214.112,-90.1764,0.2,4
California,Chairs,Global Deluxe High-Back Office Chair in Storm,652.752,-89.7534,0.2,2
California,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",1018.976,-89.1604,0.20000000000000004,3
Ohio,Phones,Polycom SoundStation2 EX Conference phone,485.94,-89.089,0.4,1
Pennsylvania,Bookcases,Bush Somerset Collection Bookcase,130.98,-89.0664,0.5,1
Texas,Binders,Satellite Sectional Post Binders,52.092,-88.5564,0.8,2
Illinois,Storage,"Belkin 19"" Vented Equipment Shelf, Black",370.656,-88.0308,0.20000000000000004,3
Ohio,Storage,Safco Industrial Shelving,413.55999999999995,-87.8815,0.2,2
Oregon,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,438.336,-87.6672,0.2,1
Texas,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,438.336,-87.6672,0.2,1
Illinois,Chairs,Global Super Steno Chair,470.302,-87.3418,0.3,1
Texas,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",34.176,-87.1488,0.8,1
Ohio,Chairs,Novimex Swivel Fabric Task Chair,317.058,-86.0586,0.3,1
Texas,Appliances,Belkin 8 Outlet Surge Protector,32.784,-85.2384,0.8,1
Texas,Furnishings,Tenex Chairmats For Use with Hard Floors,64.96,-84.448,0.6,1
Illinois,Binders,"Performers Binder/Pad Holder, Black",56.06,-84.09,0.8,2
Pennsylvania,Tables,Bevis Boat-Shaped Conference Table,314.532,-83.8752,0.4,1
Pennsylvania,Binders,GBC DocuBind P100 Manual Binding Machine,99.588,-82.99,0.7,1
Pennsylvania,Tables,KI Adjustable-Height Table,309.528,-82.5408,0.4,2
Pennsylvania,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,163.88,-81.94,0.5,1
Pennsylvania,Tables,"Hon 30"" x 60"" Table with Locking Drawer",409.272,-81.8544,0.4,1
Ohio,Supplies,Premier Automatic Letter Opener,384.592,-81.7258,0.2,1
Ohio,Phones,Geemarc AmpliPOWER60,445.44,-81.664,0.4,1
California,Chairs,Novimex Swivel Fabric Task Chair,724.704,-81.5292,0.2,2
Florida,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,723.92,-81.441,0.2,1
Ohio,Phones,Google Nexus 5,323.982,-80.9955,0.4,1
Pennsylvania,Binders,Avery Arch Ring Binders,104.58,-80.178,0.7,1
Texas,Binders,GBC ProClick Punch Binding System,51.184,-79.3352,0.8,1
Ohio,Storage,Tennsco Industrial Shelving,352.152,-79.2342,0.2,2
Texas,Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,98.13600000000001,-78.5088,0.6,2
Illinois,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,66.6,-78.255,0.6,2
Arizona,Storage,"Belkin 19"" Vented Equipment Shelf, Black",329.472,-78.2496,0.2,2
Pennsylvania,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",177.45,-78.078,0.5,1
Texas,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,30.448,-77.6424,0.8,2
Texas,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",103.5,-77.625,0.6,1
Texas,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,48.495999999999995,-77.5936,0.8,2
Pennsylvania,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",324.744,-77.1267,0.2,1
West Virginia,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",673.344,-76.9536,0.3,1
Illinois,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,84.272,-75.8448,0.6,1
Ohio,Tables,Chromcraft Rectangular Conference Tables,284.364,-75.8304,0.4,1
Ohio,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),431.976,-75.5958,0.2,1
Florida,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),431.976,-75.5958,0.2,1
Illinois,Chairs,Hon Every-Day Series Multi-Task Chairs,526.344,-75.192,0.3,1
Florida,Binders,Canvas Sectional Post Binders,106.932,-74.8524,0.7,2
Texas,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,46.156,-73.8496,0.8,2
Pennsylvania,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,340.182,-73.7061,0.4,1
North Carolina,Binders,GBC DocuBind P50 Personal Binding Machine,95.97,-73.577,0.7,1
Pennsylvania,Chairs,Novimex Fabric Task Chair,341.488,-73.176,0.3,1
Washington,Chairs,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,449.568,-73.0548,0.2,1
Texas,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",323.92,-72.882,0.2,2
Tennessee,Storage,Safco Industrial Wire Shelving System,291.136,-72.784,0.2,2
Pennsylvania,Phones,Jabra Supreme Plus Driver Edition Headset,359.97,-71.994,0.4,1
Pennsylvania,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,431.94,-71.99,0.4,1
Illinois,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",108.925,-71.8905,0.5,1
Illinois,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",359.058,-71.8116,0.3,1
Texas,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",718.116,-71.8116,0.3,1
Ohio,Machines,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,101.994,-71.3958,0.7,1
Illinois,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,26.406,-71.2962,0.8,1
Texas,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",72.78,-70.9605,0.6,1
Illinois,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",493.43,-70.49,0.3,1
California,Phones,Motorola HK250 Universal Bluetooth Headset,312.664,-70.3494,0.2,4
California,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,1195.8310000000001,-70.34299999999999,0.15,2
Ohio,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1048.35,-69.89,0.4,1
Texas,Tables,KI Conference Tables,347.361,-69.4722,0.3,1
Illinois,Binders,GBC Linen Binding Covers,43.372,-69.3952,0.8,1
Texas,Chairs,Hon Multipurpose Stacking Arm Chairs,1212.96,-69.312,0.3,1
Texas,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,2391.004,-68.3144,0.3,3
Illinois,Binders,"Premier Elliptical Ring Binder, Black",42.616,-68.1856,0.8,1
Texas,Binders,"Premier Elliptical Ring Binder, Black",42.616,-68.1856,0.8,1
California,Chairs,Novimex Turbo Task Chair,681.408,-68.1408,0.20000000000000004,3
Texas,Tables,"Bevis Round Conference Table Top, X-Base",251.006,-68.1302,0.3,1
Florida,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",419.136,-68.1096,0.2,1
Pennsylvania,Phones,Aastra 57i VoIP phone,290.898,-67.8762,0.4,1
North Carolina,Storage,Fellowes Econo/Stor Drawers,387.72,-67.851,0.2,1
Pennsylvania,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",339.136,-67.8272,0.2,2
North Carolina,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",451.136,-67.6704,0.2,1
Texas,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",383.4656,-67.6704,0.32,1
Texas,Appliances,Kensington 6 Outlet SmartSocket Surge Protector,24.588,-67.617,0.8,1
Illinois,Tables,"Lesro Round Back Collection Coffee Table, End Table",91.275,-67.5435,0.5,1
Texas,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",127.88,-67.137,0.6,1
Illinois,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,381.72,-66.801,0.2,1
New York,Tables,Balt Split Level Computer Training Table,166.5,-66.6,0.4,1
Texas,Chairs,"Global Leather & Oak Executive Chair, Burgundy",211.246,-66.3916,0.3,1
Illinois,Furnishings,Electrix Halogen Magnifier Lamp,77.72,-66.062,0.6,1
Arizona,Binders,Lock-Up Easel 'Spel-Binder',85.59,-65.619,0.7,2
Pennsylvania,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",81.438,-65.1504,0.7,1
California,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,433.568,-65.0352,0.2,1
Illinois,Storage,SAFCO Boltless Steel Shelving,272.736,-64.7748,0.2,1
Arizona,Machines,DYMO CardScan Personal V9 Business Card Scanner,95.994,-63.996,0.7,1
Illinois,Chairs,Global Highback Leather Tilter in Burgundy,318.46500000000003,-63.693,0.3,2
New York,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",459.91999999999996,-63.239,0.2,2
Tennessee,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",86.058,-63.1092,0.7,1
Colorado,Binders,Ibico Laser Imprintable Binding System Covers,78.6,-62.88,0.7,1
Illinois,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,23.992,-62.3792,0.8,1
Illinois,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",51.56,-61.872,0.6,1
Illinois,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",39.572,-61.336600000000004,0.8,2
Rhode Island,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",385.686,-60.6078,0.3,1
Ohio,Binders,"Premier Elliptical Ring Binder, Black",82.188,-60.2712,0.7,2
Washington,Chairs,Global Deluxe High-Back Office Chair in Storm,435.168,-59.8356,0.2,1
California,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",718.998,-59.2116,0.15,2
Tennessee,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,523.92,-58.941,0.2,2
Tennessee,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",294.368,-58.8736,0.2,1
Ohio,Binders,GBC DocuBind P50 Personal Binding Machine,76.776,-58.8616,0.7,1
Colorado,Binders,GBC DocuBind P50 Personal Binding Machine,76.776,-58.8616,0.7,1
Oregon,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",88.074,-58.716,0.7,1
Texas,Storage,Space Solutions HD Industrial Steel Shelving.,275.928,-58.6347,0.2,1
Pennsylvania,Chairs,Global Deluxe Steno Chair,215.544,-58.5048,0.3,1
Texas,Chairs,Global Deluxe Steno Chair,215.544,-58.5048,0.3,2
Pennsylvania,Storage,"Eldon Base for stackable storage shelf, platinum",311.52,-58.41,0.2,2
Ohio,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",205.176,-58.1332,0.4,1
Texas,Storage,Fellowes Staxonsteel Drawer Files,772.68,-57.951,0.2,1
Pennsylvania,Binders,Binding Machine Supplies,78.759,-57.7566,0.7,1
Pennsylvania,Phones,Polycom SoundPoint Pro SE-225 Corded phone,285.576,-57.1152,0.4,1
Texas,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,797.944,-56.996,0.3,1
Illinois,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,797.944,-56.996,0.3,1
Pennsylvania,Phones,Digium D40 VoIP phone,309.576,-56.7556,0.4,1
Pennsylvania,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",241.92,-56.448,0.4,1
Texas,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,563.43,-56.343,0.3,1
Pennsylvania,Accessories,First Data FD10 PIN Pad,442.4,-55.3,0.2,1
Tennessee,Storage,Carina Media Storage Towers in Natural & Black,243.92,-54.882,0.2,1
Ohio,Chairs,High-Back Leather Manager's Chair,181.986,-54.5958,0.3,1
Illinois,Chairs,High-Back Leather Manager's Chair,181.986,-54.5958,0.3,1
Texas,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,21.392,-54.5496,0.8,1
Pennsylvania,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",1266.174,-54.2646,0.3,2
Ohio,Phones,JBL Micro Wireless Portable Bluetooth Speaker,215.964,-53.991,0.4,2
Ohio,Binders,GBC ProClick Punch Binding System,76.776,-53.7432,0.7,1
Texas,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",76.728,-53.7096,0.6,1
Illinois,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,33.568,-53.7088,0.8,1
California,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",1427.4,-53.5275,0.2,5
Pennsylvania,Bookcases,Sauder Cornerstone Collection Library,61.96,-53.2856,0.5,1
Illinois,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,20.388,-53.0088,0.8,1
Illinois,Appliances,Fellowes Basic Home/Office Series Surge Protectors,20.768,-52.9584,0.8,1
Texas,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",156.3728,-52.8908,0.32,1
Texas,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",19.568,-52.8336,0.8,1
Massachusetts,Tables,Bretford Rectangular Conference Table Tops,526.582,-52.6582,0.3,1
Ohio,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,210.564,-52.641,0.4,1
Texas,Binders,GBC Durable Plastic Covers,30.96,-52.632,0.8,1
North Carolina,Binders,Wilson Jones Century Plastic Molded Ring Binders,68.541,-52.5481,0.7,1
Illinois,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",913.43,-52.196,0.3,1
Ohio,Chairs,Hon Multipurpose Stacking Arm Chairs,909.72,-51.984,0.3,1
North Carolina,Storage,Carina Double Wide Media Storage Towers in Natural & Black,259.136,-51.8272,0.2,1
Pennsylvania,Phones,AT&T 841000 Phone,207.0,-51.75,0.4,2
Colorado,Storage,Tennsco Regal Shelving Units,243.384,-51.7191,0.2,1
Tennessee,Binders,GBC DocuBind TL200 Manual Binding Machine,67.194,-51.5154,0.7,1
Texas,Binders,Avery Recycled Flexi-View Covers for Binding Systems,32.06,-51.296,0.8,1
North Carolina,Furnishings,Tenex Antistatic Computer Chair Mats,410.352,-51.294,0.2,1
Texas,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,409.344,-51.168,0.2,2
Illinois,Furnishings,Tenex Chairmats For Use with Hard Floors,38.976,-50.6688,0.6,1
Pennsylvania,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,251.964,-50.3928,0.4,1
Illinois,Chairs,Global Troy Executive Leather Low-Back Tilter,701.372,-50.098,0.3,1
Texas,Binders,GBC Twin Loop Wire Binding Elements,33.28,-49.92,0.8,1
Ohio,Phones,Plantronics Voyager Pro Legend,247.188,-49.4376,0.4,1
New York,Tables,Hon 61000 Series Interactive Training Tables,133.29000000000002,-48.873,0.4,2
Delaware,Tables,Hon 2111 Invitation Series Straight Table,310.443,-48.7839,0.3,1
Arizona,Storage,Fellowes Officeware Wire Shelving,215.592,-48.5082,0.2,1
Pennsylvania,Chairs,Global Low Back Tilter Chair,141.372,-48.4704,0.3,1
Texas,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",30.184,-48.2944,0.8,4
Illinois,Chairs,Hon Comfortask Task/Swivel Chairs,239.358,-47.8716,0.3,1
Ohio,Binders,GBC Standard Therm-A-Bind Covers,59.808,-47.8464,0.6999999999999998,3
Illinois,Furnishings,Flat Face Poster Frame,105.50399999999999,-47.4768,0.6,3
Pennsylvania,Phones,Aastra 6757i CT Wireless VoIP phone,258.528,-47.3968,0.4,1
Texas,Storage,Tennsco Double-Tier Lockers,540.048,-47.2542,0.2,1
North Carolina,Storage,Tennsco Double-Tier Lockers,540.048,-47.2542,0.2,1
Texas,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",60.928,-47.2192,0.6,2
Maryland,Tables,Bevis Boat-Shaped Conference Table,550.431,-47.1798,0.3,1
Illinois,Tables,Balt Split Level Computer Training Table,69.375,-47.175,0.5,1
Massachusetts,Tables,Chromcraft Round Conference Tables,366.009,-47.0583,0.3,1
Ohio,Phones,Panasonic KX TS208W Corded phone,235.152,-47.0304,0.4,1
Texas,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992,-46.9764,0.32,1
Florida,Binders,"Premier Elliptical Ring Binder, Black",63.92399999999999,-46.8776,0.7,2
Pennsylvania,Phones,Cisco SPA301,280.782,-46.797,0.4,1
Texas,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,84.736,-46.6048,0.6,2
Ohio,Binders,GBC Twin Loop Wire Binding Elements,69.888,-46.592,0.7,1
Ohio,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",58.17,-46.536,0.7,1
Illinois,Binders,Acco D-Ring Binder w/DublLock,29.932,-46.3946,0.8,1
California,Tables,Laminate Occasional Tables,1233.04,-46.239000000000004,0.2,2
Ohio,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",55.47,-46.225,0.7,1
